,geneid,gene_symbol,uniprotid,gene_dsi,gene_dpi,gene_pli,protein_class,protein_class_name,diseaseid,disease_name,disease_class,disease_class_name,disease_type,disease_semantic_type,score,ei
37,21,ABCA3,Q99758,0.592,0.615,6.6226e-08,DTO_05007405,Transporter,C4476639,Ground-glass opacification on pulmonary HRCT,,,phenotype,Finding,0.1,
38,21,ABCA3,Q99758,0.592,0.615,6.6226e-08,DTO_05007405,Transporter,C4476748,Reticular pattern on pulmonary HRCT,,,phenotype,Finding,0.1,
39,21,ABCA3,Q99758,0.592,0.615,6.6226e-08,DTO_05007405,Transporter,C0521648,Neonatal respiratory failure,C08,   Respiratory Tract Diseases,disease,Disease or Syndrome,0.05,1.0
40,21,ABCA3,Q99758,0.592,0.615,6.6226e-08,DTO_05007405,Transporter,C0023467,"Leukemia, Myelocytic, Acute",C04,   Neoplasms,disease,Neoplastic Process,0.04,1.0
41,21,ABCA3,Q99758,0.592,0.615,6.6226e-08,DTO_05007405,Transporter,C0023452,Childhood Acute Lymphoblastic Leukemia,C04;C20;C15,   Neoplasms;    Immune System Diseases;    Hemic and Lymphatic Diseases,disease,Neoplastic Process,0.03,1.0
42,21,ABCA3,Q99758,0.592,0.615,6.6226e-08,DTO_05007405,Transporter,C0007131,Non-Small Cell Lung Carcinoma,C04;C08,   Neoplasms;    Respiratory Tract Diseases,disease,Neoplastic Process,0.02,1.0
43,21,ABCA3,Q99758,0.592,0.615,6.6226e-08,DTO_05007405,Transporter,C0027651,Neoplasms,C04,   Neoplasms,group,Neoplastic Process,0.02,1.0
44,21,ABCA3,Q99758,0.592,0.615,6.6226e-08,DTO_05007405,Transporter,C0032285,Pneumonia,C01;C08,   Infections;    Respiratory Tract Diseases,disease,Disease or Syndrome,0.02,1.0
45,21,ABCA3,Q99758,0.592,0.615,6.6226e-08,DTO_05007405,Transporter,C0034067,Pulmonary Emphysema,C08,   Respiratory Tract Diseases,disease,Disease or Syndrome,0.02,1.0
46,21,ABCA3,Q99758,0.592,0.615,6.6226e-08,DTO_05007405,Transporter,C0035204,Respiration Disorders,C08,   Respiratory Tract Diseases,group,Disease or Syndrome,0.02,1.0
47,21,ABCA3,Q99758,0.592,0.615,6.6226e-08,DTO_05007405,Transporter,C0035242,Respiratory Tract Diseases,C08,   Respiratory Tract Diseases,group,Disease or Syndrome,0.02,1.0
48,21,ABCA3,Q99758,0.592,0.615,6.6226e-08,DTO_05007405,Transporter,C0162429,Malnutrition,C18,   Nutritional and Metabolic Diseases,disease,Disease or Syndrome,0.02,1.0
49,21,ABCA3,Q99758,0.592,0.615,6.6226e-08,DTO_05007405,Transporter,C0746102,Chronic lung disease,C08,   Respiratory Tract Diseases,disease,Disease or Syndrome,0.02,1.0
50,21,ABCA3,Q99758,0.592,0.615,6.6226e-08,DTO_05007405,Transporter,C2931829,RDS - infants,C16;C08,"   Congenital, Hereditary, and Neonatal Diseases and Abnormalities;    Respiratory Tract Diseases",disease,Disease or Syndrome,0.02,0.0
51,21,ABCA3,Q99758,0.592,0.615,6.6226e-08,DTO_05007405,Transporter,C3161105,Neuroendocrine cell hyperplasia of infancy,C23;C08,"   Pathological Conditions, Signs and Symptoms;    Respiratory Tract Diseases",disease,Disease or Syndrome,0.02,0.5
52,21,ABCA3,Q99758,0.592,0.615,6.6226e-08,DTO_05007405,Transporter,C3711368,Surfactant Dysfunction,C08,   Respiratory Tract Diseases,disease,Disease or Syndrome,0.02,1.0
53,21,ABCA3,Q99758,0.592,0.615,6.6226e-08,DTO_05007405,Transporter,C3714636,Pneumonitis,C01;C08,   Infections;    Respiratory Tract Diseases,disease,Disease or Syndrome,0.02,1.0
54,21,ABCA3,Q99758,0.592,0.615,6.6226e-08,DTO_05007405,Transporter,C0004352,Autistic Disorder,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.01,1.0
55,21,ABCA3,Q99758,0.592,0.615,6.6226e-08,DTO_05007405,Transporter,C0004941,Behavioral Symptoms,F01,   Behavior and Behavior Mechanisms,group,Sign or Symptom,0.01,1.0
56,21,ABCA3,Q99758,0.592,0.615,6.6226e-08,DTO_05007405,Transporter,C0006287,Bronchopulmonary Dysplasia,C16;C08,"   Congenital, Hereditary, and Neonatal Diseases and Abnormalities;    Respiratory Tract Diseases",disease,Disease or Syndrome,0.01,1.0
57,21,ABCA3,Q99758,0.592,0.615,6.6226e-08,DTO_05007405,Transporter,C0020538,Hypertensive disease,C14,   Cardiovascular Diseases,group,Disease or Syndrome,0.01,1.0
58,21,ABCA3,Q99758,0.592,0.615,6.6226e-08,DTO_05007405,Transporter,C0020757,Ichthyoses,C16;C17,"   Congenital, Hereditary, and Neonatal Diseases and Abnormalities;    Skin and Connective Tissue Diseases",disease,Disease or Syndrome,0.01,1.0
59,21,ABCA3,Q99758,0.592,0.615,6.6226e-08,DTO_05007405,Transporter,C0020758,Congenital ichthyosis,C16;C17,"   Congenital, Hereditary, and Neonatal Diseases and Abnormalities;    Skin and Connective Tissue Diseases",disease,Disease or Syndrome,0.01,1.0
60,21,ABCA3,Q99758,0.592,0.615,6.6226e-08,DTO_05007405,Transporter,C0021400,Influenza,C01;C08,   Infections;    Respiratory Tract Diseases,disease,Disease or Syndrome,0.01,1.0
61,21,ABCA3,Q99758,0.592,0.615,6.6226e-08,DTO_05007405,Transporter,C0023283,"Leishmaniasis, Cutaneous",C01;C17,   Infections;    Skin and Connective Tissue Diseases,disease,Disease or Syndrome,0.01,1.0
62,21,ABCA3,Q99758,0.592,0.615,6.6226e-08,DTO_05007405,Transporter,C0023449,Acute lymphocytic leukemia,C04;C20;C15,   Neoplasms;    Immune System Diseases;    Hemic and Lymphatic Diseases,disease,Neoplastic Process,0.01,1.0
63,21,ABCA3,Q99758,0.592,0.615,6.6226e-08,DTO_05007405,Transporter,C0023473,"Myeloid Leukemia, Chronic",C04;C15,   Neoplasms;    Hemic and Lymphatic Diseases,disease,Neoplastic Process,0.01,1.0
64,21,ABCA3,Q99758,0.592,0.615,6.6226e-08,DTO_05007405,Transporter,C0023518,Leukocytosis,C23;C15,"   Pathological Conditions, Signs and Symptoms;    Hemic and Lymphatic Diseases",phenotype,Disease or Syndrome,0.01,1.0
65,21,ABCA3,Q99758,0.592,0.615,6.6226e-08,DTO_05007405,Transporter,C0027859,Acoustic Neuroma,C04;C10;C09,   Neoplasms;    Nervous System Diseases;    Otorhinolaryngologic Diseases,disease,Neoplastic Process,0.01,1.0
66,21,ABCA3,Q99758,0.592,0.615,6.6226e-08,DTO_05007405,Transporter,C0031190,Persistent Fetal Circulation Syndrome,C16;C08,"   Congenital, Hereditary, and Neonatal Diseases and Abnormalities;    Respiratory Tract Diseases",disease,Disease or Syndrome,0.01,1.0
67,21,ABCA3,Q99758,0.592,0.615,6.6226e-08,DTO_05007405,Transporter,C0033847,Pseudoxanthoma Elasticum,C16;C17;C15;C14,"   Congenital, Hereditary, and Neonatal Diseases and Abnormalities;    Skin and Connective Tissue Diseases;    Hemic and Lymphatic Diseases;    Cardiovascular Diseases",disease,Disease or Syndrome,0.01,1.0
68,21,ABCA3,Q99758,0.592,0.615,6.6226e-08,DTO_05007405,Transporter,C0152013,Adenocarcinoma of lung (disorder),C04,   Neoplasms,disease,Neoplastic Process,0.01,1.0
69,21,ABCA3,Q99758,0.592,0.615,6.6226e-08,DTO_05007405,Transporter,C0206061,"Pneumonia, Interstitial",C08,   Respiratory Tract Diseases,disease,Disease or Syndrome,0.01,1.0
70,21,ABCA3,Q99758,0.592,0.615,6.6226e-08,DTO_05007405,Transporter,C0220621,Childhood Acute Myeloid Leukemia,C04,   Neoplasms,disease,Neoplastic Process,0.01,1.0
71,21,ABCA3,Q99758,0.592,0.615,6.6226e-08,DTO_05007405,Transporter,C0242379,Malignant neoplasm of lung,C04;C08,   Neoplasms;    Respiratory Tract Diseases,disease,Neoplastic Process,0.01,1.0
72,21,ABCA3,Q99758,0.592,0.615,6.6226e-08,DTO_05007405,Transporter,C0282666,Very Low Birth Weight,,,phenotype,Sign or Symptom,0.01,0.0
73,21,ABCA3,Q99758,0.592,0.615,6.6226e-08,DTO_05007405,Transporter,C0375023,Respiratory syncytial virus (RSV) infection in conditions classified elsewhere and of unspecified site,,,disease,Disease or Syndrome,0.01,1.0
74,21,ABCA3,Q99758,0.592,0.615,6.6226e-08,DTO_05007405,Transporter,C0684249,Carcinoma of lung,C04;C08,   Neoplasms;    Respiratory Tract Diseases,disease,Neoplastic Process,0.01,1.0
75,21,ABCA3,Q99758,0.592,0.615,6.6226e-08,DTO_05007405,Transporter,C0746105,Chronic interstitial lung disease,C08,   Respiratory Tract Diseases,disease,Disease or Syndrome,0.01,1.0
76,21,ABCA3,Q99758,0.592,0.615,6.6226e-08,DTO_05007405,Transporter,C0751606,Adult Acute Lymphocytic Leukemia,,,disease,Neoplastic Process,0.01,1.0
77,21,ABCA3,Q99758,0.592,0.615,6.6226e-08,DTO_05007405,Transporter,C1306460,Primary malignant neoplasm of lung,C04;C08,   Neoplasms;    Respiratory Tract Diseases,disease,Neoplastic Process,0.01,1.0
78,21,ABCA3,Q99758,0.592,0.615,6.6226e-08,DTO_05007405,Transporter,C1832550,"Lamellar ichthyosis, type 2",C16;C17,"   Congenital, Hereditary, and Neonatal Diseases and Abnormalities;    Skin and Connective Tissue Diseases",disease,Congenital Abnormality,0.01,1.0
79,21,ABCA3,Q99758,0.592,0.615,6.6226e-08,DTO_05007405,Transporter,C1961099,Precursor T-Cell Lymphoblastic Leukemia-Lymphoma,C04;C20;C15,   Neoplasms;    Immune System Diseases;    Hemic and Lymphatic Diseases,disease,Neoplastic Process,0.01,1.0
80,21,ABCA3,Q99758,0.592,0.615,6.6226e-08,DTO_05007405,Transporter,C1998122,Chronic respiratory insufficiency,C08,   Respiratory Tract Diseases,disease,Disease or Syndrome,0.01,1.0
81,21,ABCA3,Q99758,0.592,0.615,6.6226e-08,DTO_05007405,Transporter,C2677362,Alveolar capillary dysplasia,C16;C08,"   Congenital, Hereditary, and Neonatal Diseases and Abnormalities;    Respiratory Tract Diseases",disease,Congenital Abnormality,0.01,1.0
82,21,ABCA3,Q99758,0.592,0.615,6.6226e-08,DTO_05007405,Transporter,C3179539,Congenital Deficiency of Pulmonary Surfactant Protein B,C08,   Respiratory Tract Diseases,disease,Disease or Syndrome,0.01,1.0
83,21,ABCA3,Q99758,0.592,0.615,6.6226e-08,DTO_05007405,Transporter,C4721509,Usual Interstitial Pneumonia,C08,   Respiratory Tract Diseases,disease,Disease or Syndrome,0.01,1.0
0,22,ABCB7,O75027,0.678,0.385,0.99994,DTO_05007405,Transporter,C1845028,"ANEMIA, SIDEROBLASTIC, AND SPINOCEREBELLAR ATAXIA",C16;C10;C15,"   Congenital, Hereditary, and Neonatal Diseases and Abnormalities;    Nervous System Diseases;    Hemic and Lymphatic Diseases",disease,Disease or Syndrome,0.74,1.0
1,22,ABCB7,O75027,0.678,0.385,0.99994,DTO_05007405,Transporter,C0002896,Sideroblastic anemia,C15,   Hemic and Lymphatic Diseases,disease,Disease or Syndrome,0.43,1.0
2,22,ABCB7,O75027,0.678,0.385,0.99994,DTO_05007405,Transporter,C0004134,Ataxia,C23;C10,"   Pathological Conditions, Signs and Symptoms;    Nervous System Diseases",phenotype,Sign or Symptom,0.43,1.0
3,22,ABCB7,O75027,0.678,0.385,0.99994,DTO_05007405,Transporter,C0240991,"Ataxia, Sensory",C23;C10,"   Pathological Conditions, Signs and Symptoms;    Nervous System Diseases",phenotype,Sign or Symptom,0.3,1.0
4,22,ABCB7,O75027,0.678,0.385,0.99994,DTO_05007405,Transporter,C0278161,"Ataxia, Motor",C23;C10,"   Pathological Conditions, Signs and Symptoms;    Nervous System Diseases",phenotype,Finding,0.3,1.0
5,22,ABCB7,O75027,0.678,0.385,0.99994,DTO_05007405,Transporter,C0427190,"Ataxia, Truncal",C23;C10,"   Pathological Conditions, Signs and Symptoms;    Nervous System Diseases",phenotype,Sign or Symptom,0.3,1.0
6,22,ABCB7,O75027,0.678,0.385,0.99994,DTO_05007405,Transporter,C0520966,Abnormal coordination,C23;C10,"   Pathological Conditions, Signs and Symptoms;    Nervous System Diseases",phenotype,Finding,0.3,1.0
7,22,ABCB7,O75027,0.678,0.385,0.99994,DTO_05007405,Transporter,C0750937,"Ataxia, Appendicular",C23;C10,"   Pathological Conditions, Signs and Symptoms;    Nervous System Diseases",phenotype,Finding,0.3,1.0
8,22,ABCB7,O75027,0.678,0.385,0.99994,DTO_05007405,Transporter,C0750940,"Tremor, Rubral",C23;C10,"   Pathological Conditions, Signs and Symptoms;    Nervous System Diseases",disease,Disease or Syndrome,0.3,1.0
9,22,ABCB7,O75027,0.678,0.385,0.99994,DTO_05007405,Transporter,C0002871,Anemia,C15,   Hemic and Lymphatic Diseases,disease,Disease or Syndrome,0.1,
10,22,ABCB7,O75027,0.678,0.385,0.99994,DTO_05007405,Transporter,C0009024,Clonus,C23;C10,"   Pathological Conditions, Signs and Symptoms;    Nervous System Diseases",phenotype,Sign or Symptom,0.1,
11,22,ABCB7,O75027,0.678,0.385,0.99994,DTO_05007405,Transporter,C0013362,Dysarthria,C23;C10,"   Pathological Conditions, Signs and Symptoms;    Nervous System Diseases",disease,Mental or Behavioral Dysfunction,0.1,
12,22,ABCB7,O75027,0.678,0.385,0.99994,DTO_05007405,Transporter,C0015934,Fetal Growth Retardation,C23;C16;C13,"   Pathological Conditions, Signs and Symptoms;    Congenital, Hereditary, and Neonatal Diseases and Abnormalities;    Female Urogenital Diseases and Pregnancy Complications",phenotype,Disease or Syndrome,0.1,
13,22,ABCB7,O75027,0.678,0.385,0.99994,DTO_05007405,Transporter,C0026827,Muscle hypotonia,C23;C10,"   Pathological Conditions, Signs and Symptoms;    Nervous System Diseases",phenotype,Finding,0.1,
14,22,ABCB7,O75027,0.678,0.385,0.99994,DTO_05007405,Transporter,C0028738,Nystagmus,C11;C10,   Eye Diseases;    Nervous System Diseases,disease,Disease or Syndrome,0.1,
15,22,ABCB7,O75027,0.678,0.385,0.99994,DTO_05007405,Transporter,C0034935,Babinski Reflex,,,phenotype,Finding,0.1,
16,22,ABCB7,O75027,0.678,0.385,0.99994,DTO_05007405,Transporter,C0036439,"Scoliosis, unspecified",C05,   Musculoskeletal Diseases,disease,Disease or Syndrome,0.1,
17,22,ABCB7,O75027,0.678,0.385,0.99994,DTO_05007405,Transporter,C0037822,Speech Disorders,C23;C10,"   Pathological Conditions, Signs and Symptoms;    Nervous System Diseases",group,Disease or Syndrome,0.1,
18,22,ABCB7,O75027,0.678,0.385,0.99994,DTO_05007405,Transporter,C0038379,Strabismus,C11;C10,   Eye Diseases;    Nervous System Diseases,disease,Disease or Syndrome,0.1,
19,22,ABCB7,O75027,0.678,0.385,0.99994,DTO_05007405,Transporter,C0151889,Hyperreflexia,C23;C10,"   Pathological Conditions, Signs and Symptoms;    Nervous System Diseases",phenotype,Finding,0.1,
20,22,ABCB7,O75027,0.678,0.385,0.99994,DTO_05007405,Transporter,C0234162,Cerebellar Dysmetria,C23;C10,"   Pathological Conditions, Signs and Symptoms;    Nervous System Diseases",phenotype,Finding,0.1,
21,22,ABCB7,O75027,0.678,0.385,0.99994,DTO_05007405,Transporter,C0234376,Action Tremor,C23;C10,"   Pathological Conditions, Signs and Symptoms;    Nervous System Diseases",phenotype,Sign or Symptom,0.1,
22,22,ABCB7,O75027,0.678,0.385,0.99994,DTO_05007405,Transporter,C0234979,Dysdiadochokinesis,C23;C10,"   Pathological Conditions, Signs and Symptoms;    Nervous System Diseases",phenotype,Sign or Symptom,0.1,
23,22,ABCB7,O75027,0.678,0.385,0.99994,DTO_05007405,Transporter,C0271901,Microcytic hypochromic anemia (disorder),C15,   Hemic and Lymphatic Diseases,disease,Disease or Syndrome,0.1,
24,22,ABCB7,O75027,0.678,0.385,0.99994,DTO_05007405,Transporter,C0557874,Global developmental delay,,,disease,Mental or Behavioral Dysfunction,0.1,
25,22,ABCB7,O75027,0.678,0.385,0.99994,DTO_05007405,Transporter,C1845029,Nonprogressive cerebellar ataxia,C23;C10,"   Pathological Conditions, Signs and Symptoms;    Nervous System Diseases",phenotype,Finding,0.1,
26,22,ABCB7,O75027,0.678,0.385,0.99994,DTO_05007405,Transporter,C1845977,X- linked recessive,,,phenotype,Finding,0.1,
27,22,ABCB7,O75027,0.678,0.385,0.99994,DTO_05007405,Transporter,C1963184,"Nystagmus, CTCAE 3.0",,,phenotype,Finding,0.1,
28,22,ABCB7,O75027,0.678,0.385,0.99994,DTO_05007405,Transporter,C4021768,Abnormality of metabolism/homeostasis,,,phenotype,Finding,0.1,
29,22,ABCB7,O75027,0.678,0.385,0.99994,DTO_05007405,Transporter,C4554036,"Nystagmus, CTCAE 5.0",,,phenotype,Finding,0.1,
30,22,ABCB7,O75027,0.678,0.385,0.99994,DTO_05007405,Transporter,C4551511,X-linked sideroblastic anemia,C16;C15,"   Congenital, Hereditary, and Neonatal Diseases and Abnormalities;    Hemic and Lymphatic Diseases",disease,Disease or Syndrome,0.07,1.0
31,22,ABCB7,O75027,0.678,0.385,0.99994,DTO_05007405,Transporter,C0007758,Cerebellar Ataxia,C23;C10,"   Pathological Conditions, Signs and Symptoms;    Nervous System Diseases",phenotype,Disease or Syndrome,0.04,1.0
32,22,ABCB7,O75027,0.678,0.385,0.99994,DTO_05007405,Transporter,C0282193,Iron Overload,C18,   Nutritional and Metabolic Diseases,disease,Disease or Syndrome,0.03,1.0
33,22,ABCB7,O75027,0.678,0.385,0.99994,DTO_05007405,Transporter,C0002893,Refractory anemias,C15,   Hemic and Lymphatic Diseases,disease,Disease or Syndrome,0.02,1.0
34,22,ABCB7,O75027,0.678,0.385,0.99994,DTO_05007405,Transporter,C1264195,Refractory anemia with ringed sideroblasts,C15,   Hemic and Lymphatic Diseases,disease,Neoplastic Process,0.02,1.0
35,22,ABCB7,O75027,0.678,0.385,0.99994,DTO_05007405,Transporter,C3463824,MYELODYSPLASTIC SYNDROME,C15,   Hemic and Lymphatic Diseases,group,Neoplastic Process,0.02,1.0
36,22,ABCB7,O75027,0.678,0.385,0.99994,DTO_05007405,Transporter,C0006142,Malignant neoplasm of breast,C04;C17,   Neoplasms;    Skin and Connective Tissue Diseases,disease,Neoplastic Process,0.01,1.0
37,22,ABCB7,O75027,0.678,0.385,0.99994,DTO_05007405,Transporter,C0018801,Heart failure,C14,   Cardiovascular Diseases,disease,Disease or Syndrome,0.01,1.0
38,22,ABCB7,O75027,0.678,0.385,0.99994,DTO_05007405,Transporter,C0018802,Congestive heart failure,C14,   Cardiovascular Diseases,disease,Disease or Syndrome,0.01,1.0
39,22,ABCB7,O75027,0.678,0.385,0.99994,DTO_05007405,Transporter,C0020443,Hypercholesterolemia,C18,   Nutritional and Metabolic Diseases,disease,Disease or Syndrome,0.01,1.0
40,22,ABCB7,O75027,0.678,0.385,0.99994,DTO_05007405,Transporter,C0027651,Neoplasms,C04,   Neoplasms,group,Neoplastic Process,0.01,1.0
41,22,ABCB7,O75027,0.678,0.385,0.99994,DTO_05007405,Transporter,C0085131,Gangliosidosis GM1,C16;C18;C10,"   Congenital, Hereditary, and Neonatal Diseases and Abnormalities;    Nutritional and Metabolic Diseases;    Nervous System Diseases",disease,Disease or Syndrome,0.01,1.0
42,22,ABCB7,O75027,0.678,0.385,0.99994,DTO_05007405,Transporter,C0149721,Left Ventricular Hypertrophy,C23;C14,"   Pathological Conditions, Signs and Symptoms;    Cardiovascular Diseases",disease,Disease or Syndrome,0.01,1.0
43,22,ABCB7,O75027,0.678,0.385,0.99994,DTO_05007405,Transporter,C0278488,Carcinoma breast stage IV,,,disease,Neoplastic Process,0.01,1.0
44,22,ABCB7,O75027,0.678,0.385,0.99994,DTO_05007405,Transporter,C0678222,Breast Carcinoma,C04;C17,   Neoplasms;    Skin and Connective Tissue Diseases,disease,Neoplastic Process,0.01,1.0
45,22,ABCB7,O75027,0.678,0.385,0.99994,DTO_05007405,Transporter,C0751651,Mitochondrial Diseases,C18,   Nutritional and Metabolic Diseases,group,Disease or Syndrome,0.01,1.0
46,22,ABCB7,O75027,0.678,0.385,0.99994,DTO_05007405,Transporter,C0852975,Congenital cerebellar ataxia,,,disease,Disease or Syndrome,0.01,1.0
47,22,ABCB7,O75027,0.678,0.385,0.99994,DTO_05007405,Transporter,C0948192,Primary infection NOS,,,disease,Disease or Syndrome,0.01,1.0
48,22,ABCB7,O75027,0.678,0.385,0.99994,DTO_05007405,Transporter,C2981142,"Refractory anemia, without ringed sideroblasts, without excess blasts",C15,   Hemic and Lymphatic Diseases,disease,Disease or Syndrome,0.01,1.0
0,23,ABCF1,Q8NE71,0.674,0.538,1.2823e-09,DTO_05007624,Enzyme,C0020517,Hypersensitivity,C20,   Immune System Diseases,group,Pathologic Function,0.3,1.0
1,23,ABCF1,Q8NE71,0.674,0.538,1.2823e-09,DTO_05007624,Enzyme,C0032285,Pneumonia,C01;C08,   Infections;    Respiratory Tract Diseases,disease,Disease or Syndrome,0.3,1.0
2,23,ABCF1,Q8NE71,0.674,0.538,1.2823e-09,DTO_05007624,Enzyme,C0032300,Lobar Pneumonia,C01;C08,   Infections;    Respiratory Tract Diseases,disease,Disease or Syndrome,0.3,1.0
3,23,ABCF1,Q8NE71,0.674,0.538,1.2823e-09,DTO_05007624,Enzyme,C0235874,Disease Exacerbation,C23,"   Pathological Conditions, Signs and Symptoms",phenotype,Finding,0.3,1.0
4,23,ABCF1,Q8NE71,0.674,0.538,1.2823e-09,DTO_05007624,Enzyme,C0887898,Experimental Lung Inflammation,C01;C08,   Infections;    Respiratory Tract Diseases,disease,Experimental Model of Disease,0.3,1.0
5,23,ABCF1,Q8NE71,0.674,0.538,1.2823e-09,DTO_05007624,Enzyme,C1527304,Allergic Reaction,C20,   Immune System Diseases,phenotype,Pathologic Function,0.3,1.0
6,23,ABCF1,Q8NE71,0.674,0.538,1.2823e-09,DTO_05007624,Enzyme,C3714636,Pneumonitis,C01;C08,   Infections;    Respiratory Tract Diseases,disease,Disease or Syndrome,0.3,1.0
7,23,ABCF1,Q8NE71,0.674,0.538,1.2823e-09,DTO_05007624,Enzyme,C0003873,Rheumatoid Arthritis,C17;C05;C20,   Skin and Connective Tissue Diseases;    Musculoskeletal Diseases;    Immune System Diseases,disease,Disease or Syndrome,0.1,1.0
8,23,ABCF1,Q8NE71,0.674,0.538,1.2823e-09,DTO_05007624,Enzyme,C0011854,"Diabetes Mellitus, Insulin-Dependent",C18;C20;C19,   Nutritional and Metabolic Diseases;    Immune System Diseases;    Endocrine System Diseases,disease,Disease or Syndrome,0.1,1.0
9,23,ABCF1,Q8NE71,0.674,0.538,1.2823e-09,DTO_05007624,Enzyme,C0024141,"Lupus Erythematosus, Systemic",C17;C20,   Skin and Connective Tissue Diseases;    Immune System Diseases,disease,Disease or Syndrome,0.1,1.0
10,23,ABCF1,Q8NE71,0.674,0.538,1.2823e-09,DTO_05007624,Enzyme,C0026896,Myasthenia Gravis,C04;C20;C10,   Neoplasms;    Immune System Diseases;    Nervous System Diseases,disease,Disease or Syndrome,0.1,1.0
11,23,ABCF1,Q8NE71,0.674,0.538,1.2823e-09,DTO_05007624,Enzyme,C0152013,Adenocarcinoma of lung (disorder),C04,   Neoplasms,disease,Neoplastic Process,0.1,1.0
12,23,ABCF1,Q8NE71,0.674,0.538,1.2823e-09,DTO_05007624,Enzyme,C0242379,Malignant neoplasm of lung,C04;C08,   Neoplasms;    Respiratory Tract Diseases,disease,Neoplastic Process,0.1,1.0
13,23,ABCF1,Q8NE71,0.674,0.538,1.2823e-09,DTO_05007624,Enzyme,C0678222,Breast Carcinoma,C04;C17,   Neoplasms;    Skin and Connective Tissue Diseases,disease,Neoplastic Process,0.1,1.0
14,23,ABCF1,Q8NE71,0.674,0.538,1.2823e-09,DTO_05007624,Enzyme,C2076600,Influenza due to Influenza A virus subtype H1N1,C01;C08,   Infections;    Respiratory Tract Diseases,disease,Disease or Syndrome,0.1,1.0
15,23,ABCF1,Q8NE71,0.674,0.538,1.2823e-09,DTO_05007624,Enzyme,C2609129,Autoimmune pancreatitis,C06;C20,   Digestive System Diseases;    Immune System Diseases,disease,Disease or Syndrome,0.02,1.0
16,23,ABCF1,Q8NE71,0.674,0.538,1.2823e-09,DTO_05007624,Enzyme,C0003864,Arthritis,C05,   Musculoskeletal Diseases,disease,Disease or Syndrome,0.01,1.0
17,23,ABCF1,Q8NE71,0.674,0.538,1.2823e-09,DTO_05007624,Enzyme,C0006826,Malignant Neoplasms,C04,   Neoplasms,group,Neoplastic Process,0.01,1.0
18,23,ABCF1,Q8NE71,0.674,0.538,1.2823e-09,DTO_05007624,Enzyme,C0009402,Colorectal Carcinoma,C06;C04,   Digestive System Diseases;    Neoplasms,disease,Neoplastic Process,0.01,1.0
19,23,ABCF1,Q8NE71,0.674,0.538,1.2823e-09,DTO_05007624,Enzyme,C0018213,Graves Disease,C11;C20;C19,   Eye Diseases;    Immune System Diseases;    Endocrine System Diseases,disease,Disease or Syndrome,0.01,1.0
20,23,ABCF1,Q8NE71,0.674,0.538,1.2823e-09,DTO_05007624,Enzyme,C0030305,Pancreatitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.01,1.0
21,23,ABCF1,Q8NE71,0.674,0.538,1.2823e-09,DTO_05007624,Enzyme,C0036341,Schizophrenia,F03,   Mental Disorders,disease,Mental or Behavioral Dysfunction,0.01,1.0
22,23,ABCF1,Q8NE71,0.674,0.538,1.2823e-09,DTO_05007624,Enzyme,C0036690,Septicemia,C23;C01,"   Pathological Conditions, Signs and Symptoms;    Infections",disease,Disease or Syndrome,0.01,1.0
23,23,ABCF1,Q8NE71,0.674,0.538,1.2823e-09,DTO_05007624,Enzyme,C0162565,Acute intermittent porphyria,C16;C06;C18;C17,"   Congenital, Hereditary, and Neonatal Diseases and Abnormalities;    Digestive System Diseases;    Nutritional and Metabolic Diseases;    Skin and Connective Tissue Diseases",disease,Disease or Syndrome,0.01,1.0
24,23,ABCF1,Q8NE71,0.674,0.538,1.2823e-09,DTO_05007624,Enzyme,C0243026,Sepsis,C23;C01,"   Pathological Conditions, Signs and Symptoms;    Infections",disease,Disease or Syndrome,0.01,1.0
25,23,ABCF1,Q8NE71,0.674,0.538,1.2823e-09,DTO_05007624,Enzyme,C0339143,Thyroid associated opthalmopathies,C16;C11;C20;C19,"   Congenital, Hereditary, and Neonatal Diseases and Abnormalities;    Eye Diseases;    Immune System Diseases;    Endocrine System Diseases",disease,Disease or Syndrome,0.01,1.0
26,23,ABCF1,Q8NE71,0.674,0.538,1.2823e-09,DTO_05007624,Enzyme,C0919747,Cytokine storm,,,disease,Disease or Syndrome,0.01,1.0
27,23,ABCF1,Q8NE71,0.674,0.538,1.2823e-09,DTO_05007624,Enzyme,C1279945,Acute interstitial pneumonia,C08,   Respiratory Tract Diseases,disease,Disease or Syndrome,0.01,1.0
28,23,ABCF1,Q8NE71,0.674,0.538,1.2823e-09,DTO_05007624,Enzyme,C1306459,Primary malignant neoplasm,C04,   Neoplasms,group,Neoplastic Process,0.01,1.0
29,23,ABCF1,Q8NE71,0.674,0.538,1.2823e-09,DTO_05007624,Enzyme,C2239176,Liver carcinoma,C06;C04,   Digestive System Diseases;    Neoplasms,disease,Neoplastic Process,0.01,1.0
30,23,ABCF1,Q8NE71,0.674,0.538,1.2823e-09,DTO_05007624,Enzyme,C4722085,Malignant neoplasm of colon and/or rectum,,,disease,Neoplastic Process,0.01,1.0
0,24,ABCA4,P78363,0.493,0.769,5.3499e-48,DTO_05007405,Transporter,C0271093,Stargardt's disease,,,phenotype,Disease or Syndrome,1.0,0.995
